Date,Balancing Authority,Demand (MW),Net Generation (MW),Total Interchange (MW)
6/21/19,ERCO,1351817,1349456,-2377
6/21/19,FPL,454782,439340,-15442
6/21/19,MISO,1834758,1683831,-175703
6/21/19,NYIS,431014,354689,-76325
6/21/19,SWPP,840644,844772,4122
6/22/19,CISO,575605,411393,-132645
6/22/19,ERCO,1258627,1254119,-4518
6/22/19,FPL,441316,432421,-8895
6/22/19,MISO,1746937,1565795,-206409
6/22/19,NYIS,391602,319516,-72086
6/22/19,SWPP,788898,797957,9055
6/23/19,CISO,592652,407533,-153795
6/23/19,ERCO,1258825,1248925,-9908
6/23/19,FPL,443022,435798,-7224
6/23/19,MISO,1737318,1544745,-217509
6/23/19,NYIS,403423,326079,-77344
6/23/19,SWPP,686683,695277,8596
6/24/19,CISO,653340,460889,-161505
6/24/19,ERCO,1128528,1131375,2822
6/24/19,FPL,457520,447578,-9942
6/24/19,MISO,1835785,1700203,-164704
6/24/19,NYIS,468299,389146,-79153
6/24/19,SWPP,733586,736124,2539
6/25/19,CISO,636279,456498,-148614
6/25/19,ERCO,1130396,1130563,158
6/25/19,FPL,460654,447895,-12759
6/25/19,MISO,1901271,1782405,-149023
6/25/19,NYIS,496433,412477,-83956
6/25/19,SWPP,804824,816602,11776
6/26/19,CISO,612191,444090,-136807
6/26/19,ERCO,1169771,1162665,-7125
6/26/19,FPL,451174,440120,-11054
6/26/19,MISO,2009444,1878310,-158034
6/26/19,NYIS,514580,422121,-92459
6/26/19,SWPP,828419,852660,24239
6/27/19,CISO,609645,426594,-152760
6/27/19,ERCO,1199113,1189970,-9151
6/27/19,FPL,437835,428933,-8902
6/27/19,MISO,2076317,1966861,-140734
6/27/19,NYIS,528393,427694,-100699
6/27/19,SWPP,878533,901796,23267
6/28/19,CISO,591902,414223,-158240
6/28/19,ERCO,1220771,1216068,-4706
6/28/19,FPL,415675,413060,-2615
6/28/19,MISO,2054218,1950196,-132280
6/28/19,NYIS,531718,446457,-85261
6/28/19,SWPP,910862,922898,12037
6/29/19,CISO,583535,422523,-130831
6/29/19,ERCO,1161460,1159438,-2039
6/29/19,FPL,353955,359437,5482
6/29/19,MISO,2004119,1864919,-165227
6/29/19,NYIS,511425,410779,-100646
6/29/19,SWPP,885794,890000,4205
6/30/19,CISO,581223,445792,-105307
6/30/19,ERCO,1077162,1074711,-2459
6/30/19,FPL,378590,378983,393
6/30/19,MISO,1961900,1824103,-163532
6/30/19,NYIS,453125,358762,-94363
6/30/19,SWPP,854547,840192,3757
7/1/19,CISO,650510,501032,-118867
7/1/19,ERCO,1208116,1205641,-2492
7/1/19,FPL,425093,426620,1527
7/1/19,MISO,2124529,1977688,-172654
7/1/19,NYIS,482845,386083,-96762
7/1/19,SWPP,881652,888929,7278
7/2/19,CISO,656141,492040,-131986
7/2/19,ERCO,1226515,1226932,407
7/2/19,FPL,450301,446760,-3541
7/2/19,MISO,2174354,2043589,-161056
7/2/19,NYIS,510042,420741,-89301
7/2/19,SWPP,879113,873221,-5891
7/3/19,CISO,640755,476642,-132853
7/3/19,ERCO,1190321,1189059,-1275
7/3/19,FPL,436257,428836,-7421
7/3/19,MISO,2110671,1984343,-150633
7/3/19,NYIS,543460,444391,-99069
7/3/19,SWPP,861054,865550,4496
7/4/19,CISO,525072,389077,-109255
7/4/19,ERCO,1186295,1182268,-4041
7/4/19,FPL,420965,418781,-2184
7/4/19,MISO,1967021,1837382,-153995
7/4/19,NYIS,513572,415846,-97726
7/4/19,SWPP,796804,820050,23247
7/5/19,CISO,626559,455268,-141194
7/5/19,ERCO,1261061,1259053,-2020
7/5/19,FPL,429111,428947,-164
7/5/19,MISO,2068523,1944623,-151140
7/5/19,NYIS,543277,443224,-100053
7/5/19,SWPP,814296,830724,16431
7/6/19,CISO,604081,428140,-144269
7/6/19,ERCO,1224108,1217377,-6744
7/6/19,FPL,381656,388109,6453
7/6/19,MISO,1971255,1856880,-135522
7/6/19,NYIS,535650,439342,-96308
7/6/19,SWPP,779139,781358,2218
7/7/19,CISO,566480,411968,-122270
7/7/19,ERCO,1229253,1220166,-9098
7/7/19,FPL,371159,380092,8933
7/7/19,MISO,1910603,1800849,-131095
7/7/19,NYIS,481989,382928,-99061
7/7/19,SWPP,793187,796132,2947
7/8/19,CISO,614357,463113,-121629
7/8/19,ERCO,1290551,1280611,-9957
7/8/19,FPL,368369,375803,7434
7/8/19,MISO,2084196,1964791,-147309
7/8/19,NYIS,484622,387888,-96734
7/8/19,SWPP,863427,879027,15596
7/9/19,CISO,642675,480650,-131907
7/9/19,ERCO,1323136,1318167,-4991
7/9/19,FPL,388717,391062,2345
7/9/19,MISO,2157642,2043735,-145104
7/9/19,NYIS,514796,430083,-84713
7/9/19,SWPP,909440,909961,525
7/10/19,CISO,678746,510896,-136968
7/10/19,ERCO,1342045,1335845,-6229
7/10/19,FPL,418792,417650,-1142
7/10/19,MISO,2231346,2117203,-150141
7/10/19,NYIS,555834,475567,-80267
7/10/19,SWPP,888335,897249,8916
7/11/19,CISO,712460,534701,-147555
7/11/19,ERCO,1294686,1291832,-2879
7/11/19,FPL,412128,406441,-5687
7/11/19,MISO,2158178,2026393,-157121
7/11/19,NYIS,557833,467775,-90058
7/11/19,SWPP,868463,872303,3857
7/12/19,CISO,728756,559346,-137542
7/12/19,ERCO,1291256,1287783,-3500
7/12/19,FPL,388984,391513,2529
7/12/19,MISO,2071134,1940456,-153780
7/12/19,NYIS,532634,448301,-84333
7/12/19,SWPP,865863,862202,-3665
7/13/19,CISO,692672,514133,-145868
7/13/19,ERCO,1228274,1223223,-5074
7/13/19,FPL,411988,411327,-661
7/13/19,MISO,1987162,1851936,-159617
7/13/19,NYIS,494597,410772,-83825
7/13/19,SWPP,851754,849945,-1804
7/14/19,CISO,664655,492517,-139426
7/14/19,ERCO,1197862,1191643,-6225
7/14/19,FPL,436906,432060,-4846
7/14/19,MISO,1949399,1807017,-163759
7/14/19,NYIS,511471,416207,-95264
7/14/19,SWPP,843346,842151,-1184
7/15/19,CISO,739081,565749,-142797
7/15/19,ERCO,1296087,1287819,-8288
7/15/19,FPL,452971,447650,-5321
7/15/19,MISO,2128704,1997926,-158848
7/15/19,NYIS,529616,425218,-104398
7/15/19,SWPP,882838,876160,-6676
7/16/19,CISO,731079,550075,-149569
7/16/19,ERCO,1365082,1362021,-3076
7/16/19,FPL,451611,444715,-6896
7/16/19,MISO,2164518,2008988,-183222
7/16/19,NYIS,568548,466672,-101876
7/16/19,SWPP,925792,930018,4232
7/17/19,CISO,715147,505275,-181640
7/17/19,ERCO,1362270,1361863,-413
7/17/19,FPL,444957,440079,-4878
7/17/19,MISO,2239581,2096865,-176814
7/17/19,NYIS,600695,516460,-84235
7/17/19,SWPP,986405,1002856,16451
7/18/19,CISO,707566,493535,-184344
7/18/19,ERCO,1360863,1360707,-169
7/18/19,FPL,421215,422288,1073
7/18/19,MISO,2275546,2118300,-191732
7/18/19,NYIS,557719,469544,-88175
7/18/19,SWPP,1003357,1017816,14457
7/19/19,CISO,679067,495739,-153395
7/19/19,ERCO,1355543,1357008,1455
7/19/19,FPL,426574,423444,-3130
7/19/19,MISO,2374748,2224017,-188151
7/19/19,NYIS,585590,506706,-78884
7/19/19,SWPP,1014353,1029362,15006
7/20/19,CISO,628582,468066,-129569
7/20/19,ERCO,1318319,1316200,-2128
7/20/19,FPL,396985,398431,1446
7/20/19,MISO,2114198,2014916,-129778
7/20/19,NYIS,623345,547932,-75413
7/20/19,SWPP,963092,979160,16070
7/21/19,CISO,643155,487752,-123781
7/21/19,ERCO,1279279,1276866,-2423
7/21/19,FPL,397895,399604,1709
7/21/19,MISO,1936681,1828008,-131787
7/21/19,NYIS,619522,545072,-74450
7/21/19,SWPP,865368,872753,7391
7/22/19,CISO,747306,562456,-153290
7/22/19,ERCO,1296646,1290204,-6454
7/22/19,FPL,411296,410962,-334
7/22/19,MISO,1930356,1811765,-139749
7/22/19,NYIS,573743,491987,-81756
7/22/19,SWPP,832374,844169,11792
7/23/19,CISO,797140,590385,-173077
7/23/19,ERCO,1202921,1199875,-3058
7/23/19,FPL,397679,398179,500
7/23/19,MISO,1889926,1735211,-175601
7/23/19,NYIS,495549,403181,-92368
7/23/19,SWPP,800806,799965,-839
7/24/19,CISO,814350,600789,-182006
7/24/19,ERCO,1149137,1147968,-1192
7/24/19,FPL,406586,410098,3512
7/24/19,MISO,1931487,1763025,-193071
7/24/19,NYIS,491442,400731,-90711
7/24/19,SWPP,811232,819486,8257
7/25/19,CISO,802385,592483,-178518
7/25/19,ERCO,1136753,1126973,-9798
7/25/19,FPL,382434,387167,4733
7/25/19,MISO,1983195,1847419,-165912
7/25/19,NYIS,501069,418079,-82990
7/25/19,SWPP,823785,857811,34026
7/26/19,CISO,804242,607977,-165405
7/26/19,ERCO,1169100,1161937,-7173
7/26/19,FPL,378017,382375,4358
7/26/19,MISO,2027624,1903336,-156770
7/26/19,NYIS,518082,438041,-80041
7/26/19,SWPP,846188,865728,19543
7/27/19,CISO,766533,557927,-178137
7/27/19,ERCO,1208855,1201854,-7017
7/27/19,FPL,392131,391415,-716
7/27/19,MISO,1985778,1853715,-161637
7/27/19,NYIS,499964,428965,-70999
7/27/19,SWPP,838272,856469,18199
7/28/19,CISO,734655,567332,-134703
7/28/19,ERCO,1245648,1240189,-5469
7/28/19,FPL,401639,402268,629
7/28/19,MISO,1984184,1847448,-166891
7/28/19,NYIS,524477,442026,-82451
7/28/19,SWPP,852221,868922,16704
7/29/19,CISO,750520,610611,-107231
7/29/19,ERCO,1310538,1307603,-2952
7/29/19,FPL,424930,425934,1004
7/29/19,MISO,2061951,1952572,-135753
7/29/19,NYIS,597530,505582,-91948
7/29/19,SWPP,899314,903083,3763
7/30/19,CISO,729265,534886,-158221
7/30/19,ERCO,1341310,1332418,-8900
7/30/19,FPL,418603,420252,1649
7/30/19,MISO,1987413,1873295,-136938
7/30/19,NYIS,610357,516595,-93762
7/30/19,SWPP,898977,910684,11711
7/31/19,CISO,735978,533736,-169613
7/31/19,ERCO,1335079,1321058,-14031
7/31/19,FPL,420016,420812,796
7/31/19,MISO,1958928,1810685,-167264
7/31/19,NYIS,564008,478390,-85618
7/31/19,SWPP,910374,937114,26739
8/1/19,CISO,740418,525252,-185334
8/1/19,ERCO,1331427,1320034,-11406
8/1/19,FPL,374235,378748,4513
8/1/19,MISO,1986433,1828732,-179643
8/1/19,NYIS,532177,438966,-93211
8/1/19,SWPP,903881,925243,21365
8/2/19,CISO,738505,544854,-161342
8/2/19,ERCO,1337337,1329324,-8036
8/2/19,FPL,367821,372654,4833
8/2/19,MISO,2007230,1847775,-184226
8/2/19,NYIS,520257,437952,-82305
8/2/19,SWPP,858000,878039,20036
8/3/19,CISO,705792,533205,-137361
8/3/19,ERCO,1229949,1228190,-1783
8/3/19,FPL,367366,372800,5434
8/3/19,MISO,1931828,1804375,-151345
8/3/19,NYIS,504834,429718,-75116
8/3/19,SWPP,812765,820250,7482
8/4/19,CISO,687755,532844,-120719
8/4/19,ERCO,1218306,1212274,-6043
8/4/19,FPL,375716,381014,5298
8/4/19,MISO,1944987,1812572,-157131
8/4/19,NYIS,490162,408178,-81984
8/4/19,SWPP,837391,838331,939
8/5/19,CISO,757317,608442,-117455
8/5/19,ERCO,1341443,1335443,-6018
8/5/19,FPL,372838,380327,7489
8/5/19,MISO,2148801,2010738,-168983
8/5/19,NYIS,506903,423055,-83848
8/5/19,SWPP,914203,926590,12394
8/6/19,CISO,770099,583496,-152531
8/6/19,ERCO,1379945,1376212,-3762
8/6/19,FPL,383500,395370,11870
8/6/19,MISO,2139715,2009126,-161901
8/6/19,NYIS,517874,443914,-73960
8/6/19,SWPP,954652,954832,179
8/7/19,CISO,738553,542910,-162363
8/7/19,ERCO,1414333,1404779,-9571
8/7/19,FPL,389074,402525,13451
8/7/19,MISO,2152473,2000372,-180462
8/7/19,NYIS,523769,447100,-76669
8/7/19,SWPP,933625,940646,7018
8/8/19,CISO,703075,512324,-157448
8/8/19,ERCO,1409123,1400493,-8641
8/8/19,FPL,412635,422487,9852
8/8/19,MISO,2090613,1928255,-190932
8/8/19,NYIS,518298,445908,-72390
8/8/19,SWPP,882624,887272,4648
8/9/19,CISO,682629,492661,-156496
8/9/19,ERCO,1416797,1410047,-6766
8/9/19,FPL,421344,429256,7912
8/9/19,MISO,2024233,1889550,-160121
8/9/19,NYIS,491352,430089,-61263
8/9/19,SWPP,876684,873838,-2842
8/10/19,CISO,633159,440539,-160774
8/10/19,ERCO,1379878,1371921,-7972
8/10/19,FPL,413245,419427,6182
8/10/19,MISO,1895015,1757465,-159034
8/10/19,NYIS,432456,366320,-66136
8/10/19,SWPP,893608,896696,3091
8/11/19,CISO,614636,429745,-153051
8/11/19,ERCO,1374897,1363147,-11758
8/11/19,FPL,406618,413217,6599
8/11/19,MISO,1909448,1757831,-173541
8/11/19,NYIS,418250,346535,-71715
8/11/19,SWPP,897280,914025,16742
8/12/19,CISO,707890,510174,-165100
8/12/19,ERCO,1447884,1437394,-10498
8/12/19,FPL,406773,413785,7012
8/12/19,MISO,2157714,2019104,-166985
8/12/19,NYIS,496781,416081,-80700
8/12/19,SWPP,959408,965238,5833
8/13/19,CISO,719591,531303,-163131
8/13/19,ERCO,1447287,1439523,-7777
8/13/19,FPL,405237,414577,9340
8/13/19,MISO,2155380,2011055,-175409
8/13/19,NYIS,514012,431204,-82808
8/13/19,SWPP,916960,923487,6528
8/14/19,CISO,787765,584752,-172544
8/14/19,ERCO,1386595,1377899,-8708
8/14/19,FPL,391101,402913,11812
8/14/19,MISO,2039559,1928392,-137329
8/14/19,NYIS,508574,414602,-93972
8/14/19,SWPP,873460,887234,13770
8/15/19,CISO,800844,604997,-165883
8/15/19,ERCO,1367299,1355684,-11632
8/15/19,FPL,393433,395643,2210
8/15/19,MISO,1994611,1868594,-149393
8/15/19,NYIS,501944,407734,-94210
8/15/19,SWPP,873585,897519,23933
8/16/19,CISO,768764,566454,-171926
8/16/19,ERCO,1401743,1392277,-9483
8/16/19,FPL,389272,394020,4748
8/16/19,MISO,2001484,1873105,-150994
8/16/19,NYIS,497246,408560,-88686
8/16/19,SWPP,876932,894142,17215
8/17/19,CISO,658418,473829,-151839
8/17/19,ERCO,1380434,1372215,-8235
8/17/19,FPL,383219,388138,4919
8/17/19,MISO,1936969,1824367,-136387
8/17/19,NYIS,493631,409966,-83665
8/17/19,SWPP,872630,889814,17184
8/18/19,CISO,610894,440523,-137331
8/18/19,ERCO,1375111,1366234,-8886
8/18/19,FPL,412635,412943,308
8/18/19,MISO,1914101,1805235,-132988
8/18/19,NYIS,511775,429142,-82633
8/18/19,SWPP,851200,860708,9512
8/19/19,CISO,681268,500427,-151349
8/19/19,ERCO,1434374,1425553,-8835
8/19/19,FPL,427989,428468,479
8/19/19,MISO,2104488,1987612,-145465
8/19/19,NYIS,561179,487761,-73418
8/19/19,SWPP,963447,975031,11589
8/20/19,CISO,701745,544291,-126752
8/20/19,ERCO,1400589,1395012,-5589
8/20/19,FPL,412203,415832,3629
8/20/19,MISO,2111207,2000948,-135814
8/20/19,NYIS,553410,480612,-72798
8/20/19,SWPP,997438,996004,-1437
8/21/19,CISO,734029,542072,-161999
8/21/19,ERCO,1380718,1375453,-5286
8/21/19,FPL,426256,428398,2142
8/21/19,MISO,2066398,1946292,-145129
8/21/19,NYIS,566678,483716,-82962
8/21/19,SWPP,920541,929019,8478
8/22/19,CISO,740657,531947,-179915
8/22/19,ERCO,1368753,1364545,-4222
8/22/19,FPL,419613,422176,2563
8/22/19,MISO,1957681,1848125,-131090
8/22/19,NYIS,550494,476884,-73610
8/22/19,SWPP,848256,855213,6959
8/23/19,CISO,730166,522644,-175656
8/23/19,ERCO,1311775,1306325,-5475
8/23/19,FPL,413269,418992,5723
8/23/19,MISO,1860463,1714652,-167370
8/23/19,NYIS,463728,393318,-70410
8/23/19,SWPP,822345,840668,18343
8/24/19,CISO,710299,499524,-178328
8/24/19,ERCO,1247141,1240217,-6948
8/24/19,FPL,401772,408102,6330
8/24/19,MISO,1634964,1491708,-174655
8/24/19,NYIS,397988,331743,-66245
8/24/19,SWPP,768029,780810,12786
8/25/19,CISO,682904,484807,-176333
8/25/19,ERCO,1272727,1260230,-12510
8/25/19,FPL,411001,413348,2347
8/25/19,MISO,1653594,1470878,-202050
8/25/19,NYIS,389630,325627,-64003
8/25/19,SWPP,752612,769658,17043
8/26/19,CISO,795958,589084,-175853
8/26/19,ERCO,1431297,1429018,-2297
8/26/19,FPL,413841,416968,3127
8/26/19,MISO,1881365,1683876,-221575
8/26/19,NYIS,419277,352508,-66769
8/26/19,SWPP,852104,870227,18122
8/27/19,CISO,798790,601389,-164018
8/27/19,ERCO,1300708,1296645,-4076
8/27/19,FPL,418265,419327,1062
8/27/19,MISO,1938454,1778955,-188536
8/27/19,NYIS,425515,367883,-57632
8/27/19,SWPP,784063,795754,11692
8/28/19,CISO,766090,581549,-149987
8/28/19,ERCO,1284563,1284702,114
8/28/19,FPL,424354,426673,2319
8/28/19,MISO,1862997,1727816,-162167
8/28/19,NYIS,455077,390221,-64856
8/28/19,SWPP,806805,809418,2618
8/29/19,CISO,770006,553862,-184448
8/29/19,ERCO,1335991,1328091,-7922
8/29/19,FPL,421429,424499,3070
8/29/19,MISO,1910445,1766036,-174590
8/29/19,NYIS,454316,382206,-72110
8/29/19,SWPP,881982,900699,18716
8/30/19,CISO,768465,561446,-174462
8/30/19,ERCO,1277663,1269890,-7791
8/30/19,FPL,411337,414831,3494
8/30/19,MISO,1855103,1689348,-194082
8/30/19,NYIS,463536,391501,-72035
8/30/19,SWPP,777751,792576,14822
8/31/19,CISO,719730,520455,-164904
8/31/19,ERCO,1173639,1161638,-12012
8/31/19,FPL,406921,404615,-2306
8/31/19,MISO,1605031,1465793,-170104
8/31/19,NYIS,418030,356236,-61794
8/31/19,SWPP,718596,734783,16186
9/1/19,CISO,702015,490444,-178229
9/1/19,ERCO,1202198,1192747,-9461
9/1/19,FPL,399054,399901,847
9/1/19,MISO,1657889,1508970,-171968
9/1/19,NYIS,391214,335684,-55530
9/1/19,SWPP,746439,760757,14315
9/2/19,CISO,742253,524086,-186235
9/2/19,ERCO,1244567,1231464,-13117
9/2/19,FPL,369261,372182,2921
9/2/19,MISO,1770824,1630144,-168584
9/2/19,NYIS,416378,351118,-65260
9/2/19,SWPP,812367,838076,25705
9/3/19,CISO,810284,604009,-175046
9/3/19,ERCO,1291084,1282158,-8940
9/3/19,FPL,370923,379690,8767
9/3/19,MISO,1983593,1854748,-162827
9/3/19,NYIS,461425,399613,-61812
9/3/19,SWPP,886863,901254,14392
9/4/19,CISO,820912,625217,-163514
9/4/19,ERCO,1308227,1302131,-6111
9/4/19,FPL,398022,399477,1455
9/4/19,MISO,1934322,1834682,-129118
9/4/19,NYIS,486913,428563,-58350
9/4/19,SWPP,868015,881007,12996
9/5/19,CISO,810093,629163,-149146
9/5/19,ERCO,1295038,1279765,-15285
9/5/19,FPL,435331,426576,-8755
9/5/19,MISO,1896637,1773550,-152611
9/5/19,NYIS,435505,371463,-64042
9/5/19,SWPP,888481,914598,26118
9/6/19,CISO,788593,596754,-157857
9/6/19,ERCO,1309344,1297645,-11707
9/6/19,FPL,444006,432524,-11482
9/6/19,MISO,1905080,1751859,-179824
9/6/19,NYIS,406304,347668,-58636
9/6/19,SWPP,875466,886005,10540
9/7/19,CISO,691842,491894,-166017
9/7/19,ERCO,1282332,1272434,-9907
9/7/19,FPL,426228,414502,-11726
9/7/19,MISO,1756880,1619351,-160387
9/7/19,NYIS,368853,319113,-49740
9/7/19,SWPP,823270,842647,19379
9/8/19,CISO,608208,410941,-166188
9/8/19,ERCO,1259381,1249107,-10284
9/8/19,FPL,423883,411738,-12145
9/8/19,MISO,1692513,1546616,-167372
9/8/19,NYIS,376016,323790,-52226
9/8/19,SWPP,799233,811457,12224
9/9/19,CISO,665221,461029,-174398
9/9/19,ERCO,1290508,1284386,-6135
9/9/19,FPL,450174,436388,-13786
9/9/19,MISO,1908079,1777744,-159662
9/9/19,NYIS,421923,364129,-57794
9/9/19,SWPP,857007,886037,29034
9/10/19,CISO,654113,449497,-175593
9/10/19,ERCO,1264364,1267064,2665
9/10/19,FPL,442711,424419,-18292
9/10/19,MISO,2029477,1894162,-167913
9/10/19,NYIS,439508,378161,-61347
9/10/19,SWPP,863577,882937,19365
9/11/19,CISO,663556,447391,-185983
9/11/19,ERCO,1227083,1225979,-1123
9/11/19,FPL,430240,416676,-13564
9/11/19,MISO,2077652,1957554,-152053
9/11/19,NYIS,500305,423630,-76675
9/11/19,SWPP,875648,903264,27614
9/12/19,CISO,717085,496926,-188584
9/12/19,ERCO,1243617,1244644,1011
9/12/19,FPL,412635,410237,-2398
9/12/19,MISO,2022913,1904334,-150916
9/12/19,NYIS,471662,396251,-75411
9/12/19,SWPP,839661,858444,18776
9/13/19,CISO,764596,525163,-209158
9/13/19,ERCO,1246855,1239300,-7567
9/13/19,FPL,402413,401793,-620
9/13/19,MISO,1937812,1797808,-168707
9/13/19,NYIS,400333,347899,-52434
9/13/19,SWPP,758227,775060,16835
9/14/19,CISO,721869,486767,-204224
9/14/19,ERCO,1211635,1198548,-13093
9/14/19,FPL,397964,396917,-1047
9/14/19,MISO,1746004,1582883,-178836
9/14/19,NYIS,387703,331275,-56428
9/14/19,SWPP,773851,798037,24190
9/15/19,CISO,651332,436304,-184061
9/15/19,ERCO,1211684,1198172,-13524
9/15/19,FPL,408429,402826,-5603
9/15/19,MISO,1776983,1635833,-156118
9/15/19,NYIS,408141,344734,-63407
9/15/19,SWPP,812673,837300,24625
9/16/19,CISO,673056,450152,-193237
9/16/19,ERCO,1256008,1243924,-12100
9/16/19,FPL,432076,422486,-9590
9/16/19,MISO,2010118,1872138,-160613
9/16/19,NYIS,436715,374516,-62199
9/16/19,SWPP,871107,896260,25154
9/17/19,CISO,656361,449045,-177870
9/17/19,ERCO,1204563,1197378,-7193
9/17/19,FPL,427427,416543,-10884
9/17/19,MISO,2008679,1857330,-176087
9/17/19,NYIS,411403,356025,-55378
9/17/19,SWPP,876104,896432,20330
9/18/19,CISO,653918,436945,-185677
9/18/19,ERCO,1221138,1219778,-1380
9/18/19,FPL,413640,404356,-9284
9/18/19,MISO,1993559,1856279,-160809
9/18/19,NYIS,394704,325919,-68785
9/18/19,SWPP,867866,880970,13100
9/19/19,CISO,637440,414723,-189818
9/19/19,ERCO,1164859,1162960,-1922
9/19/19,FPL,382866,381089,-1777
9/19/19,MISO,1959221,1781228,-196298
9/19/19,NYIS,384102,327884,-56218
9/19/19,SWPP,842924,855719,12794
9/20/19,CISO,640634,407147,-199430
9/20/19,ERCO,1213849,1213486,-382
9/20/19,FPL,373154,372834,-320
9/20/19,MISO,1971409,1788449,-205214
9/20/19,NYIS,393247,330674,-62573
9/20/19,SWPP,779039,793705,14664
9/21/19,CISO,620063,387183,-201478
9/21/19,ERCO,1195603,1197023,1404
9/21/19,FPL,369038,369711,673
9/21/19,MISO,1845653,1686138,-177315
9/21/19,NYIS,390800,328055,-62745
9/21/19,SWPP,747394,769056,21663
9/22/19,CISO,613385,381933,-198780
9/22/19,ERCO,1189815,1181940,-7886
9/22/19,FPL,370607,372089,1482
9/22/19,MISO,1780205,1605600,-189516
9/22/19,NYIS,423138,358451,-64687
9/22/19,SWPP,705103,716149,11049
9/23/19,CISO,648127,425423,-197245
9/23/19,ERCO,1266167,1259997,-6185
9/23/19,FPL,379734,382954,3220
9/23/19,MISO,1843469,1702633,-158390
9/23/19,NYIS,495446,426250,-69196
9/23/19,SWPP,781181,786413,5402
9/24/19,CISO,720641,488105,-196370
9/24/19,ERCO,1260871,1255018,-5868
9/24/19,FPL,374605,374727,122
9/24/19,MISO,1810335,1673139,-155090
9/24/19,NYIS,438845,375061,-63784
9/24/19,SWPP,767450,776606,9156
9/25/19,CISO,743257,502676,-205357
9/25/19,ERCO,1264742,1260101,-4659
9/25/19,FPL,379488,379458,-30
9/25/19,MISO,1811201,1685456,-148938
9/25/19,NYIS,417633,352237,-65396
9/25/19,SWPP,789376,797815,8441
9/26/19,CISO,698094,452291,-212706
9/26/19,ERCO,1254646,1244576,-10083
9/26/19,FPL,389447,394831,5384
9/26/19,MISO,1756300,1633719,-140749
9/26/19,NYIS,427676,366946,-60730
9/26/19,SWPP,740176,760190,20015
9/27/19,CISO,648204,428497,-186323
9/27/19,ERCO,1226570,1226736,148
9/27/19,FPL,399792,406592,6800
9/27/19,MISO,1774767,1633379,-159576
9/27/19,NYIS,402049,336906,-65143
9/27/19,SWPP,793754,816609,22858
9/28/19,CISO,559419,358438,-166929
9/28/19,ERCO,1223080,1220958,-2138
9/28/19,FPL,397791,400236,2445
9/28/19,MISO,1685566,1543270,-158642
9/28/19,NYIS,403157,333811,-69346
9/28/19,SWPP,712680,729351,16671
9/29/19,CISO,515817,334338,-133933
9/29/19,ERCO,1223925,1223106,-831
9/29/19,FPL,392025,396570,4545
9/29/19,MISO,1683243,1534571,-168053
9/29/19,NYIS,394523,320556,-73967
9/29/19,SWPP,746392,762117,15723
9/30/19,CISO,561851,385744,-143944
9/30/19,ERCO,1268427,1269200,764
9/30/19,FPL,408728,416450,7722
9/30/19,MISO,1945730,1852940,-120624
9/30/19,NYIS,398565,322194,-76371
9/30/19,SWPP,829121,842641,13525
10/1/19,CISO,567985,379981,-124283
10/1/19,ERCO,1261193,1264950,3748
10/1/19,FPL,396688,398965,2277
10/1/19,MISO,1987323,1923597,-94809
10/1/19,NYIS,436791,363001,-73790
10/1/19,SWPP,801276,811322,10042
10/2/19,CISO,577908,385914,-143629
10/2/19,ERCO,1246610,1240556,-6064
10/2/19,FPL,392948,402724,9776
10/2/19,MISO,1915478,1875911,-64827
10/2/19,NYIS,477769,395339,-82430
10/2/19,SWPP,774966,786020,11055
10/3/19,CISO,582795,316294,-132340
10/3/19,ERCO,1228639,1222491,-6162
10/3/19,FPL,384690,395702,11012
10/3/19,MISO,1816224,1782555,-53861
10/3/19,NYIS,398683,329316,-69367
10/3/19,SWPP,678581,684943,6356
10/4/19,CISO,573666,331116,-136943
10/4/19,ERCO,1183135,1178679,-4469
10/4/19,FPL,390230,395643,5413
10/4/19,MISO,1683095,1596009,-106585
10/4/19,NYIS,380829,311882,-68947
10/4/19,SWPP,655104,658371,3269
10/5/19,CISO,537276,448113,-132375
10/5/19,ERCO,1152593,1143262,-9341
10/5/19,FPL,391322,393592,2270
10/5/19,MISO,1576850,1438549,-158462
10/5/19,NYIS,344158,290228,-53930
10/5/19,SWPP,650701,666713,16013
10/6/19,CISO,535341,469862,-116821
10/6/19,ERCO,1152681,1143658,-9032
10/6/19,FPL,384016,385594,1578
10/6/19,MISO,1534980,1412669,-139867
10/6/19,NYIS,357494,313332,-44162
10/6/19,SWPP,609702,612958,3258
10/7/19,CISO,615334,476891,-137385
10/7/19,ERCO,1040706,1041906,1186
10/7/19,FPL,367304,372055,4751
10/7/19,MISO,1626811,1525885,-119929
10/7/19,NYIS,404951,344968,-59983
10/7/19,SWPP,624867,622051,-2820
10/8/19,CISO,613306,390229,-151882
10/8/19,ERCO,984125,978148,-5969
10/8/19,FPL,365432,370917,5485
10/8/19,MISO,1616257,1504099,-135430
10/8/19,NYIS,381102,336860,-44242
10/8/19,SWPP,630212,657553,27338
