Natural Gas Type,Count Emissions from Building Well Infrastructure,Methane Leakage Parameter,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Shale,Yes,EDF 2019,Processing,total,co2,,0.00190829,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"NG tab Row 66 for shale gas (prcoessing, non-combustion)"
Shale,No,EDF 2019,Recovery,total,co2,,0.001656216,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,NG tab Row 66 for shale gas (recovery)
Shale,Yes,EDF 2019,Recovery,total,co2,,0.002863759,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,NG tab Row 66 for shale gas (recovery)
Conventional,No,EDF 2019,Processing,Feedstock loss,Feedstock loss,,4.67E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 48 for conventional gas
Conventional,Yes,EDF 2019,Processing,Feedstock loss,Feedstock loss,,4.67E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 48 for conventional gas
Conventional,No,EDF 2019,Recovery,Feedstock loss,Feedstock loss,,1.05E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 48 for conventional gas
Conventional,Yes,EDF 2019,Recovery,Feedstock loss,Feedstock loss,,1.05E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 48 for conventional gas
Mix (~50/50 Conventional/Shale),No,EDF 2019,Processing,Feedstock loss,Feedstock loss,,4.67E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 48, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Processing,Feedstock loss,Feedstock loss,,4.67E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 48, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Recovery,Feedstock loss,Feedstock loss,,1.05E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 48, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Recovery,Feedstock loss,Feedstock loss,,1.05E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 48, 48% conventional, 52% shale"
Shale,No,EDF 2019,Processing,Feedstock loss,Feedstock loss,,4.67E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 48 for shale gas
Shale,Yes,EDF 2019,Processing,Feedstock loss,Feedstock loss,,4.67E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 48 for shale gas
Shale,No,EDF 2019,Recovery,Feedstock loss,Feedstock loss,,1.05E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 48 for shale gas
Shale,Yes,EDF 2019,Recovery,Feedstock loss,Feedstock loss,,1.05E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 48 for shale gas
Conventional,No,EDF 2019,Processing,electricity,bc,,4.62E-10,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,EDF 2019,Processing,electricity,bc,,4.62E-10,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,EDF 2019,Processing,total,bc,,2.62E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF 2019,Processing,total,bc,,2.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EDF 2019,Recovery,electricity,bc,,1.45E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,EDF 2019,Recovery,electricity,bc,,1.45E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,EDF 2019,Recovery,total,bc,,9.03E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF 2019,Recovery,total,bc,,9.60E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Processing,electricity,bc,,4.62E-10,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Processing,electricity,bc,,4.62E-10,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Processing,total,bc,,2.61E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Processing,total,bc,,2.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Recovery,electricity,bc,,1.41E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Recovery,electricity,bc,,1.41E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Recovery,total,bc,,8.87E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Recovery,total,bc,,9.49E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Shale,No,EDF 2019,Processing,electricity,bc,,4.62E-10,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,Yes,EDF 2019,Processing,electricity,bc,,4.62E-10,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,No,EDF 2019,Processing,total,bc,,2.61E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EDF 2019,Processing,total,bc,,2.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,EDF 2019,Recovery,electricity,bc,,1.38E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,EDF 2019,Recovery,electricity,bc,,1.38E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,No,EDF 2019,Recovery,total,bc,,8.72E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EDF 2019,Recovery,total,bc,,9.39E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EDF 2019,Processing,electricity,ch4,combustion,2.04E-07,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,EDF 2019,Processing,electricity,ch4,combustion,2.04E-07,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,EDF 2019,Recovery,electricity,ch4,combustion,6.41E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,EDF 2019,Recovery,electricity,ch4,combustion,6.41E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Processing,electricity,ch4,combustion,2.04E-07,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Processing,electricity,ch4,combustion,2.04E-07,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Recovery,electricity,ch4,combustion,6.24E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Recovery,electricity,ch4,combustion,6.24E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Shale,No,EDF 2019,Processing,electricity,ch4,combustion,2.04E-07,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,Yes,EDF 2019,Processing,electricity,ch4,combustion,2.04E-07,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,No,EDF 2019,Recovery,electricity,ch4,combustion,6.10E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,EDF 2019,Recovery,electricity,ch4,combustion,6.10E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,EDF 2019,Processing,electricity,co,,3.69E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,EDF 2019,Processing,electricity,co,,3.69E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,EDF 2019,Processing,total,co,,1.26E-06,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF 2019,Processing,total,co,,1.41E-06,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EDF 2019,Processing: Non-Combustion ,total,co,,1.14E-06,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF 2019,Processing: Non-Combustion ,total,co,,1.14E-06,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EDF 2019,Recovery,electricity,co,,1.16E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,EDF 2019,Recovery,electricity,co,,1.16E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,EDF 2019,Recovery,total,co,,9.24E-06,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF 2019,Recovery,total,co,,1.45E-05,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Processing,electricity,co,,3.69E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Processing,electricity,co,,3.69E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Processing,total,co,,1.26E-06,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Processing,total,co,,1.42E-06,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Processing: Non-Combustion ,total,co,,1.14E-06,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Processing: Non-Combustion ,total,co,,1.14E-06,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Recovery,electricity,co,,1.13E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Recovery,electricity,co,,1.13E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF 2019,Recovery,total,co,,9.01E-06,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF 2019,Recovery,total,co,,1.51E-05,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Shale,No,EDF 2019,Processing,electricity,co,,3.69E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,Yes,EDF 2019,Processing,electricity,co,,3.69E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,No,EDF 2019,Processing,total,co,,0.00000125,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EDF 2019,Processing,total,co,,0.00000144,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,EDF 2019,Processing: Non-Combustion ,total,co,,1.14E-06,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EDF 2019,Processing: Non-Combustion ,total,co,,1.14E-06,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,EDF 2019,Recovery,electricity,co,,1.10E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,EDF 2019,Recovery,electricity,co,,1.10E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,No,EDF 2019,Recovery,total,co,,8.80E-06,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
